,_coordinates,_sent,a_head_form,a_head_number,a_head_pos,a_hypernyms,a_non_article_det,a_parent,a_pos_after_head,a_pos_before_head,a_referent,a_words_after_head,a_words_after_np,a_words_before_head,a_words_before_np,Y_PREDICTED,Y_TRUE
7018,data/parsed/22/wsj_2253.mrg|27|91,"`` Stocks have become more sensitive to factors not directly tied to the domestic economy , '' Mr. Moore says , citing the exchange rate for the dollar on currency markets , [ the foreign-trade balance and inflows ] of foreign capital .",inflow,pl,NN,[u'flow.n.04'],,NP,[],"['JJ', 'NN', 'CC']",False,[],"['of', 'foreign']","['foreign-trade', 'balance', 'and']","[u'market', ',']",ZERO,THE
7113,data/parsed/22/wsj_2255.mrg|5|28,Moody 's Investors Service Inc. downgraded its ratings on [ the subordinated debt ] of CenTrust to Caa from B-3 .,debt,sg,NN,[u'indebtedness.n.01'],,NP,[],['JJ'],True,[],"['of', 'CenTrust']",['subordinated'],"[u'rating', 'on']",ZERO,THE
7117,data/parsed/22/wsj_2255.mrg|6|17,The rating agency also reduced [ the ratings ] for long-term deposits to B-3 from Ba-3 and for preferred stock to Ca from Caa .,rating,pl,NN,[u'appraisal.n.01'],,NP,[],[],True,[],"['for', 'long-term']",[],"['also', u'reduce']",ZERO,THE
7125,data/parsed/22/wsj_2255.mrg|8|4,"[ The downgrades ] were prompted , Moody 's said S , by the continuing turmoil in the junk bond market and the suspension of dividends on CenTrust 's preferred stock .",downgrade,pl,NN,[u'grade.n.03'],,S,[],[],True,[],"[u'be', u'prompt']",[],[],ZERO,THE
7128,data/parsed/22/wsj_2255.mrg|8|34,"The downgrades were prompted , Moody 's said S , by [ the continuing turmoil ] in the junk bond market and the suspension of dividends on CenTrust 's preferred stock .",turmoil,sg,NN,[u'disturbance.n.03'],,NP,[],['VBG'],False,[],['in'],[u'continue'],"[',', 'by']",ZERO,THE
7141,data/parsed/22/wsj_2256.mrg|1|3,"[ THE STOCK MARKET ] AVOIDED a repeat of Black Monday as prices recovered from an early slide , spurred by bargain-hunting institutions and program traders .",MARKET,sg,NNP,[u'activity.n.01'],,S,[],['NNP'],False,[],['AVOIDED'],['STOCK'],[],ZERO,THE
7153,data/parsed/22/wsj_2256.mrg|2|72,"The Dow Jones industrials closed up 88.12 points , at 2657.38 , the fourth-biggest gain ever , after being down as much as 63.52 points in [ the morning . ]",morning,sg,NN,[u'time_period.n.01'],,PP,['.'],[],False,['.'],[],[],"[u'point', 'in']",ZERO,THE
7193,data/parsed/22/wsj_2256.mrg|13|34,Leveraged buy-outs of airlines would be subject to approval by [ the transportation secretary ] under a bill passed by a House subcommittee .,secretary,sg,NN,[u'head.n.04'],,PP,[],['NN'],False,[],['under'],['transportation'],"['approval', 'by']",ZERO,THE
7207,data/parsed/22/wsj_2256.mrg|16|27,Analysts are downbeat about IBM 's outlook for [ the next few quarters . ],quarter,pl,NN,[u'housing.n.01'],,PP,['.'],"['JJ', 'JJ']",True,['.'],[],"['next', 'few']","['outlook', 'for']",ZERO,THE
7213,data/parsed/22/wsj_2256.mrg|17|62,"U.S. auto makers plan to decrease car production 10.4 % in the fourth quarter , with virtually all the decline coming from [ the Big Three . ]",Big,sg,NNP,,,PP,"['CD', '.']",[],False,"['Three', '.']",[],[],"[u'come', 'from']",ZERO,THE
7276,data/parsed/22/wsj_2256.mrg|32|51,"K mart agreed to acquire Pace Membership Warehouse for $ 322 million , expanding its presence in [ the growing wholesale-store business . ]",business,sg,NN,[u'enterprise.n.02'],,PP,['.'],"['VBG', 'NN']",False,['.'],[],"[u'grow', 'wholesale-store']","['presence', 'in']",ZERO,THE
7306,data/parsed/22/wsj_2257.mrg|2|4,[ The key U.S. and foreign annual interest rates ] below are a guide to general levels but do n't always represent actual transactions .,rate,pl,NN,[u'tax.n.01'],,NP,[],"['JJ', 'NNP', 'CC', 'JJ', 'JJ', 'NN']",False,[],"['below', u'be']","['key', 'U.S.', 'and', 'foreign', 'annual', 'interest']",[],ZERO,THE
7553,data/parsed/22/wsj_2259.mrg|1|35,"Omnicare Inc. , which intends to expand its position in [ the medical and dental markets , ] said it acquired a cotton and gauze products division from closely held Sterile Products Corp. for $ 8.2 million .",market,pl,NN,[u'activity.n.01'],,PP,"[',']","['JJ', 'CC', 'JJ']",False,"[',']","[u'say', 'it']","['medical', 'and', 'dental']","['position', 'in']",ZERO,THE
7576,data/parsed/22/wsj_2259.mrg|4|39,Omnicare said the division operates under the trade name ACCO and supplies [ the medical and dental markets . ],market,pl,NN,[u'activity.n.01'],,VP,['.'],"['JJ', 'CC', 'JJ']",True,['.'],[],"['medical', 'and', 'dental']","['and', u'supply']",ZERO,THE
7653,data/parsed/22/wsj_2261.mrg|5|19,The company 's remaining business is [ the manufacture ] and sale of engine and transmissions products for industrial and transportation applications .,manufacture,sg,NN,[u'commercial_enterprise.n.02'],,NP,[],[],False,[],"['and', 'sale']",[],"['business', u'be']",ZERO,THE
7757,data/parsed/22/wsj_2264.mrg|4|31,"The U.S. journalist 's `` crime '' was writing that [ the head ] of the commission charged with overseeing the election 's fairness , Bryan O'Linn , was openly sympathetic to SWAPO .",head,sg,NN,[u'external_body_part.n.01'],,NP,[],[],False,[],['of'],[],"[u'write', 'that']",ZERO,THE
7843,data/parsed/22/wsj_2264.mrg|15|24,Mr. Stanley was arrested and charged along with [ the others ] when he returned to Namibia this month .,others,pl,NN,,,PP,[],[],False,[],"['when', 'he']",[],"['along', 'with']",ZERO,THE
7848,data/parsed/22/wsj_2264.mrg|16|15,Both the State Department and [ the Lawyers Committee for Freedom of the Press ] have protested Mr. Stanley 's detention .,NNP,,NX,,,NP,[],[],False,[],"['have', u'protest']",[],"['Department', 'and']",ZERO,THE
7942,data/parsed/22/wsj_2265.mrg|13|3,[ The spot October gold price ] rose $ 4 to $ 367.30 an ounce .,price,sg,NN,[u'value.n.02'],,S,[],"['JJ', 'NNP', 'NN']",True,[],"[u'rise', '$']","['spot', 'October', 'gold']",[],ZERO,THE
7946,data/parsed/22/wsj_2265.mrg|14|3,"[ The more active December delivery gold ] settled with a gain of $ 3.90 an ounce at $ 371.20 , after trading as high as $ 374 .",gold,sg,NN,[u'precious_metal.n.01'],,S,[],"['RBR', 'JJ', 'NNP', 'NN']",True,[],"[u'settle', 'with']","['more', 'active', 'December', 'delivery']",[],ZERO,THE
7983,data/parsed/22/wsj_2265.mrg|20|55,"The October 1987 contract that day rose as much as $ 8.70 to as high as $ 471.60 , and [ the more deferred positions , ] due to mature as late as March 1989 , rose as much as $ 9.60 .",position,pl,NN,[u'point.n.02'],,NP,"[',']","['RBR', 'JJ']",False,"[',']","['due', 'to']","['more', 'deferred']","[',', 'and']",ZERO,THE
7995,data/parsed/22/wsj_2265.mrg|21|98,"On Black Monday , Oct. 19 , 1987 , the October contract tacked on further gains , rising to as high as $ 491.50 for a gain of almost $ 20 on top of [ the Friday ] advances , before giving up almost $ 10 of that at the close .",Friday,sg,NNP,[u'weekday.n.01'],,PP,[],[],True,[],"[u'advance', ',']",[],"['top', 'of']",ZERO,THE
8066,data/parsed/22/wsj_2265.mrg|33|48,But most market observers agreed that Friday 's stock market drop is what dampened spirits in [ the petroleum pits ] yesterday .,pit,pl,NN,[u'hole.n.05'],,PP,[],['NN'],False,[],"['yesterday', '.']",['petroleum'],"[u'spirit', 'in']",ZERO,THE
8210,data/parsed/22/wsj_2265.mrg|60|39,"Colder weather is being predicted for the high plains of Texas and [ the northern states ] of the Delta during the coming weekend , Mr. Simon said S .",state,pl,NN,[u'administrative_district.n.01'],,NP,[],['JJ'],False,[],['of'],['northern'],"['Texas', 'and']",ZERO,THE
8211,data/parsed/22/wsj_2265.mrg|60|49,"Colder weather is being predicted for the high plains of Texas and the northern states of [ the Delta ] during the coming weekend , Mr. Simon said S .",Delta,sg,NNP,"[u'alluvial_sediment.n.01', u'geological_formation.n.01']",,PP,[],[],True,[],['during'],[],"[u'state', 'of']",ZERO,THE
8264,data/parsed/22/wsj_2265.mrg|70|33,"At any rate , she added S , `` India needs [ the sugar , ] so it will be in sooner or later to buy it . ''",sugar,sg,NN,[u'sweetening.n.01'],,VP,"[',']",[],True,"[',']","['so', 'it']",[],"['India', u'need']",ZERO,THE
8268,data/parsed/22/wsj_2265.mrg|72|4,"[ The prices ] of cattle and hog futures contracts dropped sharply because traders speculated that the stock market plunge Friday will linger in the minds of U.S. consumers long enough to prompt them to rein in their spending at the supermarket , which would hurt demand for beef and pork .",price,pl,NN,[u'value.n.02'],,NP,[],[],True,[],"['of', 'cattle']",[],[],ZERO,THE
8273,data/parsed/22/wsj_2265.mrg|72|66,"The prices of cattle and hog futures contracts dropped sharply because traders speculated that the stock market plunge Friday will linger in [ the minds ] of U.S. consumers long enough to prompt them to rein in their spending at the supermarket , which would hurt demand for beef and pork .",mind,pl,NN,[u'cognition.n.01'],,NP,[],[],False,[],"['of', 'U.S.']",[],"['linger', 'in']",ZERO,THE
8286,data/parsed/22/wsj_2265.mrg|74|4,[ The prices ] of most grain futures contracts rose slightly yesterday out of relief that the stock market was showing signs of recovering .,price,pl,NN,[u'value.n.02'],,NP,[],[],True,[],"['of', 'most']",[],[],ZERO,THE
8293,data/parsed/22/wsj_2265.mrg|75|17,"Earlier in the session , [ the prices ] of several soybean contracts set new lows .",price,pl,NN,[u'value.n.02'],,NP,[],[],True,[],"['of', 'several']",[],"['session', ',']",ZERO,THE
8327,data/parsed/22/wsj_2266.mrg|3|16,The Knight-Ridder spokesman said [ the third-quarter earnings ] that the company plans to report Oct. 24 are expected to be up .,earnings,pl,NN,[u'income.n.01'],,NP,[],['JJ'],True,[],['that'],['third-quarter'],"['spokesman', u'say']",ZERO,THE
8339,data/parsed/22/wsj_2266.mrg|4|94,"The spokesman said he was `` comfortable '' with revised analysts ' projections that the company would report earnings of between 62 cents and 64 cents a share , compared with [ the 53 cents ] a share it reported for the 1988 third quarter .",cent,pl,NN,"[u'fractional_monetary_unit.n.01', u'sri_lanka_rupee.n.01']",,NP,[],['CD'],False,[],['share'],['<number>'],"[u'compare', 'with']",ZERO,THE
8372,data/parsed/22/wsj_2267.mrg|4|19,"As previously reported , under [ the terms ] of a confidentiality agreement with Dunkin ' Donuts , the partners agreed to keep their offer open until Nov. 1 , and not to acquire any additional shares except through a tender offer expiring on that date .",term,pl,NN,[u'status.n.01'],,NP,[],[],False,[],['of'],[],"[',', 'under']",ZERO,THE
8375,data/parsed/22/wsj_2267.mrg|4|47,"As previously reported , under the terms of a confidentiality agreement with Dunkin ' Donuts , [ the partners ] agreed to keep their offer open until Nov. 1 , and not to acquire any additional shares except through a tender offer expiring on that date .",partner,pl,NN,"[u'domestic_partner.n.01', u'relative.n.01']",,S,[],[],False,[],"[u'agree', 'to']",[],"['Donuts', ',']",ZERO,THE
8384,data/parsed/22/wsj_2267.mrg|5|35,DD Acquisition said that it already owns 15 % of [ the common shares ] of the doughnut shop chain and that as of the close of business Friday an additional 11 % had been tendered to its offer .,share,pl,NN,[u'assets.n.01'],,NP,[],['JJ'],True,[],['of'],['common'],"['%', 'of']",ZERO,THE
8426,data/parsed/22/wsj_2268.mrg|3|87,"Herbert M. Sandler , chairman and chief executive officer of the Oakland , Calif. , savings-and-loan holding company , credited the high number of loans added to the company 's portfolio over [ the last 12 months ] for broadening its earning asset base and improving profit performance .",month,pl,NN,[u'time_period.n.01'],,PP,[],"['JJ', 'CD']",False,[],"['for', u'broaden']","['last', '<number>']","['portfolio', 'over']",ZERO,THE
8458,data/parsed/22/wsj_2269.mrg|1|79,"Whirlpool Corp. , Benton Harbor , Mich. , said it has developed a process to recover environmentally harmful chlorofluorocarbons , or CFCs , that previously entered [ the atmosphere ] during in-home repair of refrigerators and freezers .",atmosphere,sg,NN,[u'condition.n.01'],,VP,[],[],False,[],"['during', 'in-home']",[],"['previously', u'enter']",ZERO,THE
8464,data/parsed/22/wsj_2269.mrg|2|39,"The maker of home appliances said the process , which involves [ the use ] of a multilayer plastic bag during repairs to capture the gaseous substance and transport it to a recycling center , is already in use at a number of its service centers , and will be available to all authorized repair centers by spring .",use,sg,NN,[u'activity.n.01'],,NP,[],[],False,[],['of'],[],"['which', u'involve']",ZERO,THE
8467,data/parsed/22/wsj_2269.mrg|2|70,"The maker of home appliances said the process , which involves the use of a multilayer plastic bag during repairs to capture [ the gaseous substance ] and transport it to a recycling center , is already in use at a number of its service centers , and will be available to all authorized repair centers by spring .",substance,sg,NN,"[u'matter.n.03', u'part.n.01']",,VP,[],['JJ'],False,[],"['and', 'transport']",['gaseous'],"['to', 'capture']",ZERO,THE
8476,data/parsed/22/wsj_2269.mrg|3|11,Earlier repairs vented [ the CFCs ] out of the home through a hose directly into the atmosphere .,CFCs,pl,NN,"[u'fluorocarbon.n.01', u'greenhouse_gas.n.01', u'pollutant.n.01']",,VP,[],[],True,[],"['out', 'of']",[],"[u'repair', u'vent']",ZERO,THE
8477,data/parsed/22/wsj_2269.mrg|3|22,Earlier repairs vented the CFCs out of [ the home ] through a hose directly into the atmosphere .,home,sg,NN,[u'residence.n.01'],,PP,[],[],True,[],['through'],[],"['out', 'of']",ZERO,THE
8479,data/parsed/22/wsj_2269.mrg|3|41,Earlier repairs vented the CFCs out of the home through a hose directly into [ the atmosphere . ],atmosphere,sg,NN,[u'condition.n.01'],,PP,['.'],[],True,['.'],[],[],"['directly', 'into']",ZERO,THE
8485,data/parsed/22/wsj_2269.mrg|5|38,"But their use has been linked to a potentially dangerous depletion of [ the Earth 's ] ozone layer , and a number of companies are seeking to curtail use , or at least emission , of the substance .",Earth,sg,NNP,[],,NPB,['POS'],[],False,"[""'s""]","['ozone', 'layer']",[],"['depletion', 'of']",ZERO,THE
8490,data/parsed/22/wsj_2269.mrg|5|100,"But their use has been linked to a potentially dangerous depletion of the Earth 's ozone layer , and a number of companies are seeking to curtail use , or at least emission , of [ the substance . ]",substance,sg,NN,"[u'matter.n.03', u'part.n.01']",,PP,['.'],[],True,['.'],[],[],"[',', 'of']",ZERO,THE
8508,data/parsed/22/wsj_2270.mrg|2|34,"Maxus said it did n't run a production test on [ the three discovery wells ] it drilled in the field , which is about 1.6 miles from the Intan Field , because the wells are similar to others drilled at its Intan and Widuri fields .",well,pl,NN,[],,NP,[],"['CD', 'NN']",False,[],"['it', u'drill']","['three', 'discovery']","['test', 'on']",ZERO,THE
8512,data/parsed/22/wsj_2270.mrg|2|82,"Maxus said it did n't run a production test on the three discovery wells it drilled in the field , which is about 1.6 miles from [ the Intan Field , ] because the wells are similar to others drilled at its Intan and Widuri fields .",Field,sg,NNP,[u'tract.n.01'],,PP,"[',']",['NNP'],True,"[',']",['because'],['Intan'],"[u'mile', 'from']",ZERO,THE
8513,data/parsed/22/wsj_2270.mrg|2|95,"Maxus said it did n't run a production test on the three discovery wells it drilled in the field , which is about 1.6 miles from the Intan Field , because [ the wells ] are similar to others drilled at its Intan and Widuri fields .",well,pl,NN,[],,S,[],[],False,[],"[u'be', 'similar']",[],"[',', 'because']",ZERO,THE
8518,data/parsed/22/wsj_2270.mrg|3|25,"However , Maxus said it believes [ the reserves ] in the field are about 10 million barrels of oil .",reserve,pl,NN,[u'military_unit.n.01'],,NP,[],[],False,[],['in'],[],"['it', u'believe']",ZERO,THE
8522,data/parsed/22/wsj_2270.mrg|4|4,[ The Intan Field ] has estimated reserves of 50 million barrels and the Widuri Field has estimated reserves of 225 million barrels .,Field,sg,NNP,[u'tract.n.01'],,S,[],['NNP'],True,[],"[u'have', u'estimate']",['Intan'],[],ZERO,THE
8525,data/parsed/22/wsj_2270.mrg|4|35,The Intan Field has estimated reserves of 50 million barrels and [ the Widuri Field ] has estimated reserves of 225 million barrels .,Field,sg,NNP,[u'tract.n.01'],,S,[],['NNP'],True,[],"[u'have', u'estimate']",['Widuri'],"[u'barrel', 'and']",ZERO,THE
8658,data/parsed/22/wsj_2272.mrg|8|62,"Memotec said the tender offer is conditioned on , among other things , holders tendering at least 15 % of [ the shares ] outstanding , other than the shares held by Mr. Johnston .",share,pl,NN,[u'assets.n.01'],,NP,[],[],True,[],"['outstanding', ',']",[],"['%', 'of']",ZERO,THE
8659,data/parsed/22/wsj_2272.mrg|8|79,"Memotec said the tender offer is conditioned on , among other things , holders tendering at least 15 % of the shares outstanding , other than [ the shares ] held by Mr. Johnston .",share,pl,NN,[u'assets.n.01'],,NP,[],[],True,[],"[u'hold', 'by']",[],"['other', 'than']",ZERO,THE
8705,data/parsed/22/wsj_2273.mrg|5|66,"In composite trading on the New York Stock Exchange , CMS Energy closed at $ 34.375 a share , down 62.5 cents , from [ the closing price ] of $ 37.375 a share on Thursday , before Friday 's plunge .",price,sg,NN,[u'value.n.02'],,NP,[],['NN'],True,[],"['of', '$']",['closing'],"[',', 'from']",ZERO,THE
8715,data/parsed/22/wsj_2273.mrg|7|31,Morgan Stanley & Co. will act as the exclusive broker for [ the repurchase . ],repurchase,sg,NN,[u'purchase.n.01'],,PP,['.'],[],False,['.'],[],[],"['broker', 'for']",ZERO,THE
8729,data/parsed/22/wsj_2274.mrg|3|77,"But for the fiscal year ended July 31 , 1988 , the most recent period for which results were broken out , the Perkin-Elmer unit accounted for [ more than half the $ 145 million ] in sales recorded by the company 's government systems sector .",$,,QP,,,NP,[],"['JJR', 'IN', 'PDT']",False,[],"['in', u'sale']","['more', 'than', 'half']","[u'account', 'for']",ZERO,THE
8762,data/parsed/22/wsj_2275.mrg|1|4,[ The Communications Workers ] of America ratified a new regional contract and all but one of the local agreements with Bell Atlantic Corp .,Workers,pl,NNP,[u'person.n.01'],,NP,[],['NNPS'],False,[],"['of', 'America']",['Communications'],[],ZERO,THE
8767,data/parsed/22/wsj_2275.mrg|1|47,The Communications Workers of America ratified a new regional contract and all but one of [ the local agreements ] with Bell Atlantic Corp .,agreement,pl,NN,[u'statement.n.01'],,NP,[],['JJ'],False,[],"['with', 'Bell']",['local'],"['one', 'of']",ZERO,THE
8791,data/parsed/22/wsj_2275.mrg|7|4,[ The unions ] and the company last week agreed to mediation .,union,pl,NN,[u'organization.n.01'],,NP,[],[],True,[],['and'],[],[],ZERO,THE
8795,data/parsed/22/wsj_2275.mrg|8|4,"[ The CWA ] represents 40,000 Nynex workers and the IBEW represents 20,000 workers .",CWA,sg,NNP,,,S,[],[],True,[],"[u'represent', '40,000']",[],[],ZERO,THE
8797,data/parsed/22/wsj_2275.mrg|8|22,"The CWA represents 40,000 Nynex workers and [ the IBEW ] represents 20,000 workers .",IBEW,sg,NNP,,,S,[],[],False,[],"[u'represent', '20,000']",[],"[u'worker', 'and']",ZERO,THE
8847,data/parsed/22/wsj_2276.mrg|8|12,"By 10:10 , [ the Dow Industrials ] were off 63.52 points , and the stock of UAL Corp. , whose troubles had kicked off Friday 's plunge , still had n't opened .",Industrials,pl,NNP,,,S,[],['NNP'],False,[],"[u'be', 'off']",['Dow'],"['10:10', ',']",ZERO,THE
8865,data/parsed/22/wsj_2276.mrg|12|13,"The Big Board handled [ the huge volume ] without any obvious strain , in sharp contrast to Black Monday of 1987 .",volume,sg,NN,[u'measure.n.02'],,VP,[],['JJ'],True,[],"['without', 'any']",['huge'],"['Board', u'handle']",ZERO,THE
8871,data/parsed/22/wsj_2276.mrg|13|23,"But the rally was largely confined to [ the blue-chip stocks , ] which had been hard hit during Friday 's selling frenzy .",stock,pl,NN,[u'framework.n.03'],,NP,"[',']",['JJ'],True,"[',']","['which', u'have']",['blue-chip'],"[u'confine', 'to']",ZERO,THE
8883,data/parsed/22/wsj_2276.mrg|15|81,"And many arbitragers , already reeling from Friday 's collapse of the UAL deal , were further hurt yesterday when a proposed takeover of AMR Corp. , [ the parent ] of American Airlines , collapsed .",parent,sg,NN,[u'genitor.n.01'],,NP,[],[],False,[],"['of', 'American']",[],"['Corp.', ',']",ZERO,THE
8891,data/parsed/22/wsj_2276.mrg|18|25,"The Frankfurt stock exchange was hardest hit of [ the major markets , ] with blue chips there falling 12.8 % .",market,pl,NN,[u'activity.n.01'],,NP,"[',']",['JJ'],False,"[',']","['with', 'blue']",['major'],"['hit', 'of']",ZERO,THE
9039,data/parsed/22/wsj_2276.mrg|44|12,"In London , [ the view ] from the trading floor of an American securities firm , Jefferies & Co. , also was troubling .",view,sg,NN,[u'orientation.n.02'],,NP,[],[],False,[],['from'],[],"['London', ',']",ZERO,THE
9070,data/parsed/22/wsj_2276.mrg|50|35,Futures markets in Chicago had opened at a level suggesting [ the Dow ] would fall by about 60 points .,Dow,sg,NNP,,,S,[],[],False,[],"['would', 'fall']",[],"['level', u'suggest']",ZERO,THE
9074,data/parsed/22/wsj_2276.mrg|51|27,"With sell orders piled up from Friday , [ about half the stocks ] in the Dow could n't open on time .",stock,pl,NN,[u'framework.n.03'],,NP,[],"['IN', 'PDT']",True,[],['in'],"['about', 'half']","['Friday', ',']",ZERO,THE
9075,data/parsed/22/wsj_2276.mrg|51|40,"With sell orders piled up from Friday , about half the stocks in [ the Dow ] could n't open on time .",Dow,sg,NNP,,,PP,[],[],True,[],"['could', ""n't""]",[],"[u'stock', 'in']",ZERO,THE
9102,data/parsed/22/wsj_2276.mrg|57|33,`` It meant that people were n't running pell-mell to [ the safety ] of bonds . '',safety,sg,NN,[u'condition.n.01'],,NP,[],[],False,[],"['of', u'bond']",[],"['pell-mell', 'to']",ZERO,THE
9109,data/parsed/22/wsj_2276.mrg|58|66,"Shortly after 10 a.m. , the Major Market Index , a Chicago Board of Trade futures contract of 20 stocks designed to mimic [ the DJIA , ] exploded upward .",DJIA,sg,NNP,,,VP,"[',']",[],False,"[',']","[u'explode', 'upward']",[],"['to', 'mimic']",ZERO,THE
9112,data/parsed/22/wsj_2276.mrg|59|29,Stock traders were buoyed -- because an upturn in [ the MMI ] had also started the recovery in stocks on the Tuesday following Black Monday .,MMI,sg,NNP,,,PP,[],[],False,[],"[u'have', 'also']",[],"['upturn', 'in']",ZERO,THE
9115,data/parsed/22/wsj_2276.mrg|59|59,Stock traders were buoyed -- because an upturn in the MMI had also started the recovery in stocks on [ the Tuesday ] following Black Monday .,Tuesday,sg,NNP,[u'weekday.n.01'],,PP,[],[],False,[],"[u'follow', 'Black']",[],"[u'stock', 'on']",ZERO,THE
9184,data/parsed/22/wsj_2276.mrg|74|18,"`` It was bedlam on [ the upside , '' ] said one Big Board specialist .",upside,sg,NN,[u'side.n.04'],,PP,"[',', ""''""]",[],False,"[',', ""''""]","[u'say', 'one']",[],"['bedlam', 'on']",ZERO,THE
9203,data/parsed/22/wsj_2276.mrg|79|24,"Asked what stocks the computer bought , [ the money manager ] says , `` I do n't know . ''",manager,sg,NN,[u'administrator.n.01'],,S,[],['NN'],False,[],"[u'say', ',']",['money'],"[u'buy', ',']",ZERO,THE
9211,data/parsed/22/wsj_2276.mrg|81|53,"The carnage on the Chicago Board Options Exchange , the nation 's major options market , was heavy after [ the trading ] in S&P 100 stock-index options was halted Friday .",trading,sg,NN,[u'commerce.n.01'],,NP,[],[],True,[],"['in', 'S&P']",[],"['heavy', 'after']",ZERO,THE
9233,data/parsed/22/wsj_2276.mrg|85|48,"Meanwhile , a test of the stock market 's rally came at about 2 p.m. , with [ the Dow ] at 2600 , up 31 points on the day .",Dow,sg,NNP,,,NP,[],[],False,[],"['at', '<number>']",[],"[',', 'with']",ZERO,THE
9246,data/parsed/22/wsj_2276.mrg|86|93,"Charles Clough , a strategist at Merrill Lynch , says bargain hunting had explained the Dow 's strength up to that point and that many market professionals were anticipating a drop in [ the Dow . ]",Dow,sg,NNP,,,PP,['.'],[],True,['.'],[],[],"['drop', 'in']",ZERO,THE
9285,data/parsed/22/wsj_2276.mrg|94|44,`` We have half the experts saying one thing and half the other '' about [ the course ] of the economy .,course,sg,NN,[u'education.n.01'],,NP,[],[],False,[],['of'],[],"[""''"", 'about']",ZERO,THE
9292,data/parsed/22/wsj_2276.mrg|95|49,"Ralph Holzfaster , a farmer and farm-supply store operator in Ogallala , Neb. , says of [ the last few days events , `` ] If anything good comes out of this , it might be that it puts some of these LBOs on the skids . ''",event,pl,NN,[u'psychological_feature.n.01'],,PP,"[',', '``']","['JJ', 'JJ', 'NNS']",True,"[',', '``']","['If', 'anything']","['last', 'few', u'day']","[u'say', 'of']",ZERO,THE
9299,data/parsed/22/wsj_2276.mrg|95|123,"Ralph Holzfaster , a farmer and farm-supply store operator in Ogallala , Neb. , says of the last few days events , `` If anything good comes out of this , it might be that it puts some of these LBOs on [ the skids . '' ]",skid,pl,NN,[u'board.n.02'],,PP,"['.', ""''""]",[],False,"['.', ""''""]",[],[],"['LBOs', 'on']",ZERO,THE
9315,data/parsed/22/wsj_2277.mrg|1|68,"Skipper 's Inc. , Bellevue , Wash. , said it signed a definitive merger agreement for a National Pizza Corp. unit to acquire [ the 90.6 % ] of Skipper 's Inc. it does n't own for $ 11.50 a share , or about $ 28.1 million .",%,sg,NN,,,NP,[],['CD'],False,[],"['of', 'Skipper']",['<number>'],"['to', 'acquire']",ZERO,THE
9397,data/parsed/22/wsj_2278.mrg|5|38,"Secretary of State Baker , in a foreign policy speech , called for [ the reunification ] of Germany , saying it was the `` legitimate right '' of the German people .",reunification,sg,NN,[u'union.n.11'],,NP,[],[],False,[],"['of', 'Germany']",[],"[u'call', 'for']",ZERO,THE
9401,data/parsed/22/wsj_2278.mrg|5|78,"Secretary of State Baker , in a foreign policy speech , called for the reunification of Germany , saying it was the `` legitimate right '' of [ the German people . ]",people,pl,NN,[u'group.n.01'],,PP,['.'],['JJ'],False,['.'],[],['German'],"[""''"", 'of']",ZERO,THE
9426,data/parsed/22/wsj_2278.mrg|9|3,"[ The curbs ] would cover all but a small percentage of flights , and represent an expansion of the current ban on flights of less than two hours .",curb,pl,NN,[u'edge.n.03'],,S,[],[],False,[],"['would', 'cover']",[],[],ZERO,THE
9450,data/parsed/22/wsj_2278.mrg|12|11,"NASA resumed [ the countdown ] for today 's launch of the space shuttle Atlantis , and a federal appeals court in Washington dismissed a lawsuit by anti-nuclear groups to delay the flight because the plutonium-powered Galileo space probe was aboard .",countdown,sg,NN,[u'count.n.02'],,NP,[],[],False,[],"['for', 'today']",[],"['NASA', u'resume']",ZERO,THE
9463,data/parsed/22/wsj_2278.mrg|13|40,The space agency said it did n't expect weather or protesters to block [ the liftoff . ],liftoff,sg,NN,[u'rise.n.04'],,VP,['.'],[],False,['.'],[],[],"['to', 'block']",ZERO,THE
9487,data/parsed/22/wsj_2278.mrg|18|35,"Five African nations , however , said they would continue selling [ the valuable tusks . ]",tusk,pl,NN,[u'dentine.n.01'],,VP,['.'],['JJ'],False,['.'],[],['valuable'],"['continue', u'sell']",ZERO,THE
9507,data/parsed/22/wsj_2278.mrg|22|37,The Egyptian president said he would visit Libya today to resume [ the talks . ],talk,pl,NN,[u'discussion.n.02'],,VP,['.'],[],True,['.'],[],[],"['to', 'resume']",ZERO,THE
9519,data/parsed/22/wsj_2278.mrg|25|43,"Differences remained between the North and South Korean governments , however , over conditions for [ the exchanges . ]",exchange,pl,NN,[u'chemical_phenomenon.n.01'],,PP,['.'],[],False,['.'],[],[],"[u'condition', 'for']",ZERO,THE
9583,data/parsed/22/wsj_2278.mrg|35|36,A spokesman said the guerrillas would present a cease-fire proposal during [ the negotiations ] in Costa Rica that includes constitutional and economic changes .,negotiation,pl,NN,[u'discussion.n.02'],,NP,[],[],False,[],"['in', 'Costa']",[],"['proposal', 'during']",ZERO,THE
9684,data/parsed/22/wsj_2280.mrg|9|19,"But he kept Fruit of [ the Loom Inc. , ] the underwear maker that he still controls and serves as chairman and chief executive .",Inc.,sg,NNP,,,NP,"[',']",['NNP'],True,"[',']",['underwear'],['Loom'],"['Fruit', 'of']",ZERO,THE
