|Y_article|_coordinates|_sent|a_head_form|a_head_number|a_head_pos|a_hypernyms|a_non_article_det|a_parent|a_pos_after_head|a_pos_before_head|a_referent|a_words_after_head|a_words_after_np|a_words_before_head|a_words_before_np|b_head_pos_simple|b_head_proper|b_is_postmodified|b_non_article_det_extended|b_postmodification_length|b_postmodification_pp_of|b_postmodification_type|b_postmodification_type_specific|b_predicate_form|b_referent|b_relative_position|Y_PREDICTED|Y_TRUE
975|THE|"data/parsed/22/wsj_2205.mrg|17|10"|Right away , [ the reds ] outnumbered the blues , 80 to 20 , as the index opened at 2076.8 , off 157.1 points , or 7 % .|red|pl|NN|[u'chromatic_color.n.01']||S|[]|[]|False|[]|[u'outnumber']|[]|['away', ',']|NN|False|False|False|0|False|||outnumbered|False|0.111111111111|ZERO|THE
976|THE|"data/parsed/22/wsj_2205.mrg|17|18"|Right away , the reds outnumbered [ the blues , ] 80 to 20 , as the index opened at 2076.8 , off 157.1 points , or 7 % .|blue|pl|NN|[u'black_music.n.01', u'folk_song.n.01']||VP|[',']|[]|True|[',']|['<number>', 'to']|[]|[u'red', u'outnumber']|NN|False|False|False|0|False|||outnumbered|True|0.230769230769|ZERO|THE
1005|THE|"data/parsed/22/wsj_2205.mrg|22|25"|Jefferies spent most of its energies in [ the morning ] trying to match buyers and sellers , and there were n't many buyers .|morning|sg|NN|[u'time_period.n.01']||PP|[]|[]|False|[]|[u'try', 'to']|[]|[u'energy', 'in']|NN|False|False|False|0|False|||spent|False|0.318181818182|ZERO|THE
1024|THE|"data/parsed/22/wsj_2205.mrg|26|6"|On [ the screens , ] only two forlorn blue figures remained , but the index had recovered a few points and was off about 140 .|screen|pl|NN|[u'surface.n.01']||PP|[',']|[]|False|[',']|['only', 'two']|[]|['On']|NN|False|False|False|0|False|||remained|False|0.0434782608696|ZERO|THE
1050|THE|"data/parsed/22/wsj_2205.mrg|30|45"|But the market sensed a serious buyer on a day dominated by selling , and [ the quotes ] immediately jumped to 850 pence .|quote|pl|NN|[u'punctuation.n.02']||S|[]|[]|True|[]|['immediately', u'jump']|[]|[',', 'and']|NN|False|False|False|0|False|||jumped|True|0.681818181818|ZERO|THE
1061|THE|"data/parsed/22/wsj_2205.mrg|33|21"|He temporarily abandoned his search for [ the Reuters shares . ]|share|pl|NN|[u'assets.n.01']||PP|['.']|['NNP']|True|['.']|[]|['Reuters']|['search', 'for']|NN|False|False|False|0|False|||abandoned|True|0.857142857143|ZERO|THE
1108|THE|"data/parsed/22/wsj_2205.mrg|43|83"|`` France opened the limit down , off at least 10 % if you could calculate the index , which you could n't , '' Mr. Clark , [ the Shearson trader , ] said early in the afternoon .|trader|sg|NN|[u'merchant.n.01']||NP|[',']|['NNP']|True|[',']|[u'say', 'early']|['Shearson']|['Clark', ',']|NN|False|False|False|0|False|||said|True|0.8|ZERO|THE
1109|THE|"data/parsed/22/wsj_2205.mrg|43|101"|`` France opened the limit down , off at least 10 % if you could calculate the index , which you could n't , '' Mr. Clark , the Shearson trader , said early in [ the afternoon . ]|afternoon|sg|NN|[u'day.n.04']||PP|['.']|[]|False|['.']|[]|[]|['early', 'in']|NN|False|False|False|0|False|||said|False|0.972222222222|ZERO|THE
1127|THE|"data/parsed/22/wsj_2205.mrg|47|47"|In the center of the trading floor , chief trader Roger Streeter and two colleagues scrambled for [ the telephones ] as soon as the New York market opened -- plummeting more than 60 points in the first few minutes .|telephone|pl|NN|[u'electronic_equipment.n.01']||PP|[]|[]|False|[]|['as', 'soon']|[]|[u'scramble', 'for']|NN|False|False|False|0|False|||scrambled|False|0.447368421053|ZERO|THE
1139|THE|"data/parsed/22/wsj_2205.mrg|49|63"|As Wall Street traders dumped American Depositary Receipts in Jaguar PLC , Mr. Streeter and trader Sam Ruiz bought them to resell in [ the U.K . ]|U.K|sg|NNP|||PP|['.']|[]|False|['.']|[]|[]|['resell', 'in']|NN|True|False|False|0|False|||to||0.958333333333|ZERO|THE
1146|THE|"data/parsed/22/wsj_2205.mrg|52|4"|[ `` The MMI ] has gone better , '' shouted one trader at about 3:15 London time , as the U.S. Major Markets Index contract suddenly indicated a turnabout .|MMI|sg|NNP|||S|[]|['``']|False|[]|[u'have', u'go']|['``']|[]|NN|True|False|False|0|False|||has||0.0|ZERO|THE
1213|THE|"data/parsed/22/wsj_2207.mrg|2|53"|The collapsed plan to acquire UAL Corp. , parent of United Airlines , spurred quick action on [ the legislation , ] introduced Wednesday and approved by the subcommittee on a voice vote yesterday .|legislation|sg|NN|[u'civil_law.n.01']||NP|[',']|[]|False|[',']|[u'introduce', 'Wednesday']|[]|['action', 'on']|NN|False|True|False|13|False|VP|introduced|spurred|False|0.548387096774|ZERO|THE
1271|THE|"data/parsed/22/wsj_2207.mrg|10|11"|But they cited [ the UAL and AMR examples ] as reasons to move quickly to enact this legislation .|example|pl|NN|[u'information.n.02']||VP|[]|['NNP', 'CC', 'NNP']|False|[]|['as', u'reason']|['UAL', 'and', 'AMR']|['they', u'cite']|NN|False|False|False|0|False|||cited|False|0.214285714286|ZERO|THE
1281|THE|"data/parsed/22/wsj_2207.mrg|11|77"|Aides both in the House and Senate said the withdrawal of the Trump bid for AMR is n't likely to deflate efforts to push [ the legislation . ]|legislation|sg|NN|[u'civil_law.n.01']||VP|['.']|[]|True|['.']|[]|[]|['to', 'push']|NN|False|False|False|0|False|||to|True|0.96|ZERO|THE
1283|THE|"data/parsed/22/wsj_2207.mrg|12|19"|`` It 's still on [ the fast track ] and we still want to do it , '' said one Senate aide .|track|sg|NN|[u'line.n.11']||PP|[]|['JJ']|False|[]|['and', 'we']|['fast']|['still', 'on']|NN|False|False|False|0|False|||'s|False|0.25|ZERO|THE
1291|THE|"data/parsed/22/wsj_2207.mrg|13|62"|The bill is aimed at addressing the concern that an airline might sacrifice costly safety measures to pay off [ the debt ] incurred in a leveraged buy-out .|debt|sg|NN|[u'indebtedness.n.01']||NP|[]|[]|False|[]|[u'incur', 'in']|[]|['pay', 'off']|NN|False|True|False|6|False|VP|incurred|might|False|0.730769230769|ZERO|THE
1301|THE|"data/parsed/22/wsj_2207.mrg|15|10"|Supporters of [ the legislation ] view the bill as an effort to add stability and certainty to the airline-acquisition process , and to preserve the safety and fitness of the industry .|legislation|sg|NN|[u'civil_law.n.01']||PP|[]|[]|True|[]|['view']|[]|['Supporters', 'of']|NN|False|False|False|0|False|||view|True|0.0666666666667|ZERO|THE
1357|THE|"data/parsed/22/wsj_2207.mrg|22|24"|One of the major concerns expressed by [ the dissenters ] was that large airlines would be prohibited from divesting themselves of smaller entities and producing independent spin-off companies .|dissenter|pl|NN|[u'person.n.01']||PP|[]|[]|False|[]|[u'be', 'that']|[]|[u'express', 'by']|NN|False|False|False|0|False|||was|False|0.259259259259|ZERO|THE
1421|THE|"data/parsed/22/wsj_2208.mrg|9|36"|Work at Boeing continues with supervisors and other non-striking personnel manning [ the lines . ]|line|pl|NN|[u'formation.n.01']||VP|['.']|[]|False|['.']|[]|[]|['personnel', u'man']|NN|False|False|False|0|False|||manning|False|0.916666666667|ZERO|THE
1442|THE|"data/parsed/22/wsj_2209.mrg|1|61"|DPC Acquisition Partners , a hostile suitor for Dataproducts Corp. , said it intends to launch a tender offer for [ the computer printer maker 's ] common stock .|maker|sg|NN|[u'creator.n.02']||NPB|['POS']|['NN', 'NN']|False|"[""'s""]"|['common', 'stock']|['computer', 'printer']|['offer', 'for']|NN|False|False|False|0|False|||to|False|0.833333333333|ZERO|THE
1445|THE|"data/parsed/22/wsj_2209.mrg|2|21"|DPC , a group led by [ the New York investment firm Crescott Inc. , ] also said it plans to file preliminary materials with the Securities and Exchange Commission regarding a shareholder solicitation to oust Dataproducts ' board .|Inc.|sg|NNP|||PP|[',']|['NNP', 'NNP', 'NN', 'NN', 'NNP']|False|[',']|['also', u'say']|['New', 'York', 'investment', 'firm', 'Crescott']|[u'lead', 'by']|NN|True|False|False|0|False|||said||0.193548387097|ZERO|THE
1523|THE|"data/parsed/22/wsj_2210.mrg|3|56"|The Frankfurt Stock Exchange , which closed before the New York exchanges opened , was the hardest hit of [ the major European markets , ] with the DAX Index dropping 12.8 % .|market|pl|NN|[u'activity.n.01']||PP|[',']|['JJ', 'JJ']|False|[',']|['with']|['major', 'European']|['hit', 'of']|NN|False|False|False|0|False|||was|False|0.678571428571|ZERO|THE
1594|THE|"data/parsed/22/wsj_2210.mrg|19|53"|`` They all went in the wrong direction , '' said Andreas Insam , an investment adviser for [ the Bank ] in Liechtenstein 's Frankfurt branch .|Bank|sg|NNP|[u'slope.n.01']||NP|[]|[]|False|[]|['in', 'Liechtenstein']|[]|['adviser', 'for']|NN|True|True|False|6|False|PP|in|||0.72|ZERO|THE
1610|THE|"data/parsed/22/wsj_2210.mrg|21|77"|After the opening was delayed 30 minutes because of the crush of sell orders , Frankfurt 's normal two-hour trading session was extended 75 minutes to handle [ the heavy volume . ]|volume|sg|NN|[u'measure.n.02']||VP|['.']|['JJ']|False|['.']|[]|['heavy']|['to', 'handle']|NN|False|False|False|0|False|||to|False|0.964285714286|ZERO|THE
1623|THE|"data/parsed/22/wsj_2210.mrg|24|30"|Institutional investors and bankers , many of whom spent [ the night ] before in their offices watching Far Eastern markets , were cautiously optimistic after the mild 1.8 % decline in Tokyo stock prices .|night|sg|NN|[u'time_period.n.01']||VP|[]|[]|False|[]|['before', 'in']|[]|['whom', u'spend']|NN|False|False|False|0|False|||spent|False|0.272727272727|ZERO|THE
1653|THE|"data/parsed/22/wsj_2210.mrg|28|111"|But even if Wall Street continues to stabilize , analysts here say the latest blow to investor confidence could inhibit a swift recovery for the Frankfurt exchange , which already was showing signs of weakness after [ the DAX ] had slipped from a 1989 high of 1657.61 on Sept. 8 .|DAX|sg|NNP|||S|[]|[]|False|[]|[u'have', u'slip']|[]|['weakness', 'after']|NN|True|False|False|0|False|||had||0.734693877551|ZERO|THE
1688|THE|"data/parsed/22/wsj_2210.mrg|32|87"|Yet yesterday 's market cropped Dresdner 's share price by 33 marks to 309 marks a share , leaving little incentive for investors to subscribe to the standing price unless [ the market recovers ] quickly .|recovers|pl|NN|||PP|[]|['NN']|False|[]|['quickly', '.']|['market']|['price', 'unless']|NN|False|False|False|0|False|||to|False|0.909090909091|ZERO|THE
1721|THE|"data/parsed/22/wsj_2210.mrg|40|11"|Late buying gave [ the Paris Bourse ] a parachute after its free fall early in the day .|Bourse|sg|NNP|[]||VP|[]|['NNP']|False|[]|['parachute']|['Paris']|['buying', u'give']|NN|True|False|False|0|False|||gave||0.2|ZERO|THE
1744|THE|"data/parsed/22/wsj_2210.mrg|44|17"|Brokers said that as [ the news ] spread that Wall Street was moving up , traders who had called to place sell orders changed their line in mid-conversation , ordering buys instead .|news|sg|NN|[u'information.n.01']||S|[]|[]|False|[]|['spread', 'that']|[]|['that', 'as']|NN|False|False|False|0|False|||spread|False|0.129032258065|ZERO|THE
1757|THE|"data/parsed/22/wsj_2210.mrg|46|23"|When Wall Street turned , however , [ the big boys ] entered the market , looking for bargains .|boy|pl|NN|[u'male.n.02']||S|[]|['JJ']|False|[]|[u'enter']|['big']|['however', ',']|NN|False|False|False|0|False|||entered|False|0.4375|ZERO|THE
1779|THE|"data/parsed/22/wsj_2211.mrg|4|3"|[ The reserve addition ] placed the parent of Morgan Guaranty Trust Co. among a few major U.S. banks that have covered nearly all their medium and long-term portfolios to less-developed countries with reserves .|addition|sg|NN|[u'component.n.03']||S|[]|['NN']|False|[]|[u'place']|['reserve']|[]|NN|False|False|False|0|False|||placed|False|0.0|ZERO|THE
1798|THE|"data/parsed/22/wsj_2211.mrg|7|33"|George M. Salem , analyst at Prudential-Bache Securities Inc. , called [ the results `` ] mildly disappointing . ''|result|pl|NN|[u'phenomenon.n.01']||S|['``']|[]|False|['``']|['mildly', 'disappointing']|[]|[',', u'call']|NN|False|False|False|0|False|||disappointing|False|0.6875|ZERO|THE
1800|THE|"data/parsed/22/wsj_2211.mrg|8|31"|Excluding the $ 2 billion provision and allowing for [ the taxes ] Morgan paid , earnings were about 65 cents a share , Mr. Salem said S .|tax|pl|NN|[u'levy.n.01']||NP|[]|[]|False|[]|['Morgan', u'pay']|[]|[u'allow', 'for']|NN|False|True|False|3|False|SBAR|Morgan|allowing|False|0.346153846154|ZERO|THE
1881|THE|"data/parsed/22/wsj_2211.mrg|20|88"|The latest quarter included a gain of $ 56.1 million , or 59 cents a share , related to the purchase of the remaining 51 % of NCNB Texas National Bank from [ the Federal Deposit Insurance Corp . ]|Corp|sg|NNP|[u'firm.n.01']||PP|['.']|['NNP', 'NNP', 'NNP']|True|['.']|[]|['Federal', 'Deposit', 'Insurance']|['Bank', 'from']|NN|True|False|False|0|False|||included||0.969696969697|ZERO|THE
1887|THE|"data/parsed/22/wsj_2211.mrg|21|64"|The strong performance , however , contrasted with an unexpectedly large increase in the size of NCNB 's problem loans , particularly in [ the Southeast . ]|Southeast|sg|NNP|[u'compass_point.n.01']||PP|['.']|[]|False|['.']|[]|[]|['particularly', 'in']|NN|True|False|False|0|False|||contrasted||0.958333333333|ZERO|THE
1907|THE|"data/parsed/22/wsj_2211.mrg|25|4"|[ The deterioration ] in credit quality offset strong loan growth of 17 % in NCNB 's Southeast operations , as well as a 28 % growth in deposits resulting from an aggressive marketing campaign .|deterioration|sg|NN|[u'decay.n.04']||NP|[]|[]|False|[]|['in', 'credit']|[]|[]|NN|False|True|False|3|False|PP|in|offset|False|0.0|ZERO|THE
1916|THE|"data/parsed/22/wsj_2211.mrg|26|4"|[ The higher rates ] paid on deposits also helped squeeze NCNB 's net interest margin in the Southeast to 3.38 % from 3.80 % a year earlier .|rate|pl|NN|[u'tax.n.01']||NP|[]|['JJR']|False|[]|[u'pay', 'on']|[u'high']|[]|NN|False|True|False|3|False|VP|paid|helped|False|0.0|ZERO|THE
1920|THE|"data/parsed/22/wsj_2211.mrg|26|45"|The higher rates paid on deposits also helped squeeze NCNB 's net interest margin in [ the Southeast ] to 3.38 % from 3.80 % a year earlier .|Southeast|sg|NNP|[u'compass_point.n.01']||PP|[]|[]|True|[]|['to', '<number>']|[]|['margin', 'in']|NN|True|False|False|0|False|||squeeze||0.576923076923|ZERO|THE
1933|THE|"data/parsed/22/wsj_2211.mrg|29|19"|NCNB Texas National , formed from [ the remnants ] of of the failed First RepublicBank Corp. of Dallas , contributed $ 76.9 million to NCNB 's bottom line in the third quarter .|remnant|pl|NN|[u'remainder.n.01']||NP|[]|[]|False|[]|['of', 'of']|[]|[u'form', 'from']|NN|False|True|False|10|True|PP|of|contributed|False|0.193548387097|ZERO|THE
1934|THE|"data/parsed/22/wsj_2211.mrg|29|31"|NCNB Texas National , formed from the remnants of of [ the failed First RepublicBank Corp. ] of Dallas , contributed $ 76.9 million to NCNB 's bottom line in the third quarter .|Corp.|sg|NNP|||NP|[]|['VBN', 'NNP', 'NNP']|False|[]|['of', 'Dallas']|[u'fail', 'First', 'RepublicBank']|['of', 'of']|NN|True|True|False|3|True|PP|of|contributed||0.357142857143|ZERO|THE
2015|THE|"data/parsed/22/wsj_2211.mrg|41|3"|[ The earnings ] represent a 0.89 % return on assets for Security Pacific , and an 18.9 % return on equity .|earnings|pl|NN|[u'income.n.01']||S|[]|[]|True|[]|['represent']|[]|[]|NN|False|False|False|0|False|||represent|True|0.0|ZERO|THE
2021|THE|"data/parsed/22/wsj_2211.mrg|42|3"|[ The loan growth ] offset continuing real-estate loan losses in the depressed Arizona market .|growth|sg|NN|[u'organic_process.n.01']||S|[]|['NN']|False|[]|['offset', u'continue']|['loan']|[]|NN|False|False|False|0|False|||offset|False|0.0|ZERO|THE
2172|THE|"data/parsed/22/wsj_2213.mrg|7|53"|The group includes Putnam Cos. and various affiliates based in Boston ; Wells Fargo Bank , San Francisco ; [ the California Public Employees Retirement System , ] Sacramento , Calif. , and T. Rowe Price Associates Inc. , Baltimore .|System|sg|NNP|[u'instrumentality.n.03']||NP|[',']|['NNP', 'NNP', 'NNP', 'NNP']|False|[',']|['Sacramento', ',']|['California', 'Public', 'Employees', 'Retirement']|['Francisco', ';']|NN|True|True|False|4|False|NP|Sacramento|includes||0.575757575758|ZERO|THE
2184|THE|"data/parsed/22/wsj_2213.mrg|8|64"|Among other issues , the group 's letter said it has `` concerns as to whether Dow Jones 's offer meets [ the applicable requirements ] of procedural fairness . ''|requirement|pl|NN|[u'duty.n.01']||NP|[]|['JJ']|False|[]|['of', 'procedural']|['applicable']|['offer', u'meet']|NN|False|True|False|5|True|PP|of|meets|False|0.777777777778|ZERO|THE
2199|THE|"data/parsed/22/wsj_2214.mrg|1|38"|U.S. Trade Representative Carla Hills said the first dispute-settlement panel set up under [ the U.S.-Canadian `` free trade '' agreement ] has ruled that Canada 's restrictions on exports of Pacific salmon and herring violate the accord .|agreement|sg|NN|[u'statement.n.01']||PP|[]|"['JJ', '``', 'JJ', 'NN', ""''""]"|False|[]|[u'have', u'rule']|"['U.S.-Canadian', '``', 'free', 'trade', ""''""]"|['up', 'under']|NN|False|False|False|0|False|||has|False|0.41935483871|ZERO|THE
2217|THE|"data/parsed/22/wsj_2214.mrg|3|88"|If a solution is n't reached by then , she said , the U.S. would have the right to suspend some trade concessions to Canada equivalent in value to [ the losses ] suffered by U.S. fish-processing companies in Alaska and the Pacific Northwest .|loss|pl|NN|[u'financial_loss.n.01']||NP|[]|[]|False|[]|[u'suffer', 'by']|[]|['value', 'to']|NN|False|True|False|12|False|SBAR|suffered|to|False|0.690476190476|ZERO|THE
2220|THE|"data/parsed/22/wsj_2214.mrg|3|117"|If a solution is n't reached by then , she said , the U.S. would have the right to suspend some trade concessions to Canada equivalent in value to the losses suffered by U.S. fish-processing companies in Alaska and [ the Pacific Northwest . ]|Northwest|sg|NNP|[]||NP|['.']|['NNP']|False|['.']|[]|['Pacific']|['Alaska', 'and']|NN|True|False|False|0|False|||to||0.975|ZERO|THE
2230|THE|"data/parsed/22/wsj_2214.mrg|5|10"|Questioned about [ the seeming contradiction ] in the U.S. and Canadian government views of the panel 's report , an aide for Mrs. Hills said the panel had clearly ruled that the Canadian trade restrictions `` are illegal . ''|contradiction|sg|NN|[u'opposition.n.02']||PP|[]|['VBG']|False|[]|['in']|[u'seem']|['Questioned', 'about']|NN|False|False|False|0|False|||Questioned|False|0.0540540540541|ZERO|THE
